ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
438,0.0,V1,V5,10.0,3,52,V3,V2,V1,yes,2314,2314,,1,V2,V3,5095,V1,0.0,V1,4,T,F,V3,,1.0,V2,10,6847,V1,1.0,V2,V1
439,1.0,V4,V1,30.0,4,27,V7,V4,V1,yes,4248,4248,,2,V4,V4,4127,V2,0.0,V2,2,T,F,V3,,1.0,V4,30,69852,V1,1.0,V2,V1
440,0.0,V1,V5,12.0,4,53,V1,V4,V1,yes,1408,1408,,1,V4,V3,5354,V1,0.0,V1,3,T,F,V3,,1.0,V3,12,43988,V1,1.0,V2,V1
441,0.0,V1,V5,23.0,4,64,V3,V2,V1,yes,2384,2384,,1,V2,V3,2380,V1,0.0,V1,4,T,F,V1,,1.0,V2,23,28991,V1,1.0,V1,V1
442,0.0,V2,V3,12.0,2,29,V2,V2,V1,yes,3589,3589,,1,V2,V3,4752,V1,0.0,V1,2,T,F,V3,,1.0,V2,12,27842,V2,2.0,V2,V1
443,0.0,V4,V3,18.0,1,22,V6,V3,V5,yes,8471,8471,,2,V3,V2,4357,V1,0.0,V1,2,T,F,V3,,1.0,V3,18,28221,V1,1.0,V1,V2
444,0.0,V1,V3,11.0,2,36,V7,V4,V1,yes,3905,3905,,2,V4,V3,5329,V1,0.0,V1,2,T,F,V3,,1.0,V3,11,25431,V1,2.0,V1,V1
445,0.0,V4,V5,9.0,4,26,V3,V2,V1,yes,1081,1081,,2,V2,V3,6039,V2,0.0,V2,4,T,F,V3,,1.0,V2,9,64947,V1,1.0,V2,V1
446,0.0,V4,V3,23.0,2,21,V9,V2,V1,yes,6567,6567,,1,V2,V4,4393,V1,0.0,V1,2,T,F,V2,,1.0,V2,23,32810,V1,1.0,V2,V1
447,0.0,V4,V4,18.0,4,33,V9,V2,V1,yes,1949,1949,,2,V2,V3,3301,V4,0.0,V4,1,T,F,V2,,1.0,V3,18,54532,V1,1.0,V2,V2
448,0.0,V4,V5,47.0,3,31,V3,V3,V5,yes,7238,7238,,2,V3,V3,5094,V4,0.0,V4,3,T,F,V1,,1.0,V3,47,28573,V1,2.0,V2,V1
449,1.0,V3,V5,26.0,2,42,V9,V5,V1,yes,8317,8317,,2,V5,V2,5014,V2,0.0,V2,4,T,F,V3,,1.0,V4,26,82537,V1,1.0,V3,V2
450,1.0,V2,V5,35.0,2,41,V2,V2,V1,yes,2711,2711,,1,V2,V3,4232,V1,0.0,V1,2,T,F,V1,,1.0,V3,35,11471,V1,2.0,V2,V1
451,0.0,V2,V4,18.0,4,32,V3,V4,V1,yes,1879,1879,,2,V4,V4,5194,V1,0.0,V1,1,T,F,V3,,1.0,V4,18,27400,V1,1.0,V2,V2
452,0.0,V1,V3,6.0,4,32,V2,V2,V4,yes,1542,1542,,1,V2,V1,5276,V4,0.0,V4,2,T,F,V3,,1.0,V3,6,12764,V1,1.0,V2,V1
453,0.0,V2,V2,24.0,4,29,V2,V3,V5,yes,2333,2333,,1,V3,V3,4827,V2,0.0,V2,2,T,F,V1,,1.0,V2,24,32757,V1,1.0,V2,V1
454,0.0,V2,V2,12.0,2,44,V7,V2,V5,yes,3526,3526,,1,V2,V3,4614,V4,0.0,V4,3,T,F,V3,,1.0,V4,12,24145,V1,2.0,V2,V2
455,0.0,V1,V3,14.0,3,24,V5,V2,V2,yes,2631,2631,,1,V2,V2,6276,V2,0.0,V2,2,T,F,V3,,1.0,V2,14,38425,V1,1.0,V2,V1
456,0.0,V2,V5,23.0,4,63,V1,V4,V1,yes,2957,2957,,2,V4,V3,4702,V1,0.0,V1,4,T,F,V3,,1.0,V3,23,31319,V1,1.0,V2,V2
457,1.0,V1,V3,23.0,4,24,V7,V2,V5,yes,1370,1370,,1,V2,V2,4617,V1,0.0,V1,4,T,F,V3,,1.0,V3,23,76063,V1,1.0,V1,V1
458,0.0,V1,V1,18.0,2,33,V3,V3,V1,yes,2319,2319,,2,V3,V4,5736,V4,0.0,V4,3,T,F,V3,,1.0,V3,18,9628,V1,1.0,V2,V1
459,1.0,V3,V5,48.0,4,41,V7,V2,V1,yes,7763,7763,,1,V2,V3,5108,V1,0.0,V1,4,T,F,V1,,1.0,V4,48,31330,V1,1.0,V3,V1
460,0.0,V4,V3,15.0,4,31,V6,V4,V2,yes,1532,1532,,1,V4,V2,5763,V4,0.0,V4,3,T,F,V3,,1.0,V3,15,15777,V1,1.0,V2,V1
461,1.0,V4,V5,23.0,2,30,V3,V2,V2,yes,3620,3620,,2,V2,V3,4446,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,30830,V1,1.0,V2,V1
462,1.0,V4,V2,9.0,2,18,V2,V2,V1,yes,1979,1979,,2,V2,V2,4996,V4,0.0,V4,2,T,F,V3,,1.0,V3,9,69018,V2,1.0,V1,V1
463,1.0,V3,V3,35.0,1,37,V7,V2,V5,yes,12389,12389,,1,V2,V3,2579,V2,0.0,V2,4,T,F,V3,,1.0,V3,35,39700,V1,1.0,V3,V2
464,0.0,V2,V3,24.0,2,35,V2,V3,V2,yes,4150,4150,,2,V3,V3,4904,V4,0.0,V4,3,T,F,V3,,1.0,V3,24,14178,V1,1.0,V2,V1
465,0.0,V2,V2,8.0,2,21,V2,V2,V2,yes,2300,2300,,1,V2,V2,5189,V4,0.0,V4,4,T,F,V3,,1.0,V3,8,15092,V1,1.0,V1,V1
466,0.0,V1,V4,15.0,1,32,V2,V2,V5,yes,2185,2185,,1,V2,V2,4683,V4,0.0,V4,4,T,F,V1,,1.0,V2,15,4946,V1,1.0,V1,V1
467,0.0,V4,V4,24.0,4,36,V9,V3,V2,yes,6966,6966,,1,V3,V3,3035,V2,0.0,V2,4,T,F,V3,,1.0,V4,24,15117,V1,1.0,V1,V2
468,0.0,V4,V4,5.0,1,30,V3,V4,V1,yes,1957,1957,,1,V4,V2,4585,V1,0.0,V1,4,T,F,V3,,1.0,V3,5,15373,V1,1.0,V2,V1
469,0.0,V4,V3,18.0,1,20,V1,V2,V1,yes,2779,2779,,1,V2,V4,5408,V2,0.0,V2,3,T,F,V3,,1.0,V3,18,25089,V1,1.0,V1,V2
470,0.0,V3,V1,11.0,3,55,V2,V2,V1,yes,2578,2578,,1,V2,V2,3450,V1,0.0,V1,4,T,F,V3,,1.0,V4,11,29461,V1,1.0,V3,V1
471,1.0,V4,V2,18.0,4,22,V7,V2,V1,yes,1215,1215,,1,V2,V2,4587,V1,0.0,V1,3,T,F,V3,,1.0,V3,18,12364,V1,1.0,V1,V2
472,0.0,V1,V2,17.0,3,39,V3,V2,V1,yes,1473,1473,,1,V2,V4,4772,V4,0.0,V4,4,T,F,V3,V1,1.0,V3,17,44938,V1,1.0,V2,V2
473,0.0,V2,V1,24.0,2,25,V1,V2,V5,yes,5433,5433,,1,V2,V2,4856,V4,0.0,V4,4,T,F,V3,,1.0,V4,24,31189,V1,1.0,V1,V2
474,1.0,V2,V3,8.0,4,29,V2,V2,V1,yes,917,917,,1,V2,V2,7611,V2,0.0,V2,1,T,F,V3,,1.0,V3,8,53840,V1,1.0,V2,V1
475,0.0,V1,V3,11.0,3,42,V3,V1,V4,yes,409,409,,2,V1,V2,5642,V3,0.0,V3,3,T,F,V3,,1.0,V3,11,15546,V1,1.0,V1,V1
476,0.0,V1,V2,11.0,4,25,V3,V2,V1,yes,625,625,,1,V2,V4,5313,V2,0.0,V2,1,T,F,V1,,1.0,V2,11,28332,V3,1.0,V2,V1
477,0.0,V1,V2,9.0,2,26,V2,V4,V5,no,2131,2131,,2,V4,V2,3613,V1,0.0,V1,3,T,F,V3,,1.0,V3,9,24287,V2,1.0,V1,V1
478,0.0,V4,V4,23.0,2,37,V7,V2,V2,yes,3512,3512,,2,V2,V3,3538,V2,0.0,V2,3,T,F,V1,,1.0,V3,23,9960,V1,1.0,V2,V2
479,1.0,V3,V5,48.0,4,50,V6,V3,V1,yes,6224,6224,,1,V3,V3,6881,V2,0.0,V2,4,T,F,V3,,1.0,V3,48,35266,V1,1.0,V3,V1
480,1.0,V1,V2,11.0,4,32,V7,V2,V1,yes,2579,2579,,1,V2,V3,5409,V1,0.0,V1,1,T,F,V3,,1.0,V2,11,78153,V1,2.0,V2,V1
481,0.0,V1,V3,17.0,4,35,V7,V4,V1,yes,1028,1028,,2,V4,V2,4259,V4,0.0,V4,3,T,F,V3,,1.0,V3,17,9886,V1,1.0,V2,V1
482,0.0,V3,V4,38.0,2,32,V6,V3,V2,yes,11759,11759,,1,V3,V3,4479,V2,0.0,V2,3,T,F,V3,,1.0,V3,38,8079,V1,1.0,V1,V2
483,0.0,V1,V3,23.0,4,31,V9,V3,V5,yes,2977,2977,,2,V3,V3,6338,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,18078,V1,2.0,V2,V2
484,1.0,V3,V1,23.0,1,28,V7,V1,V1,yes,1192,1192,,2,V1,V2,3698,V1,0.0,V1,4,T,F,V3,,1.0,V1,23,49174,V2,1.0,V1,V1
485,0.0,V1,V3,15.0,4,22,V5,V2,V2,yes,1514,1514,,1,V2,V3,6960,V2,0.0,V2,2,T,F,V3,,1.0,V3,15,83165,V3,1.0,V2,V1
486,0.0,V4,V4,32.0,3,35,V1,V4,V1,yes,7253,7253,,2,V4,V3,4979,V4,0.0,V4,2,T,F,V3,,1.0,V4,32,13223,V1,1.0,V2,V2
487,0.0,V3,V5,12.0,2,57,V6,V4,V1,yes,2748,2748,,3,V4,V2,6263,V4,0.0,V4,4,T,F,V1,,1.0,V2,12,26495,V1,1.0,V3,V1
488,0.0,V1,V5,6.0,1,45,V7,V4,V1,no,1342,1342,,2,V4,V3,5105,V3,0.0,V3,4,T,F,V3,,1.0,V3,6,17451,V1,2.0,V2,V1
489,1.0,V4,V2,20.0,2,32,V6,V4,V1,yes,2318,2318,,1,V4,V1,4305,V3,0.0,V3,1,T,F,V3,,1.0,V3,20,27115,V1,1.0,V1,V1
490,0.0,V4,V3,29.0,4,26,V3,V2,V5,yes,1715,1715,,1,V2,V2,6565,V2,0.0,V2,1,T,F,V3,,1.0,V3,29,32264,V1,1.0,V2,V1
491,1.0,V3,V5,35.0,4,57,V7,V3,V1,yes,2225,2225,,2,V3,V3,5113,V2,0.0,V2,4,T,F,V1,,1.0,V3,35,10011,V1,1.0,V3,V2
492,1.0,V2,V3,18.0,3,31,V7,V4,V1,yes,1529,1529,,2,V4,V3,4832,V4,0.0,V4,2,T,F,V1,,1.0,V3,18,20275,V1,1.0,V2,V1
493,1.0,V4,V3,48.0,2,22,V9,V2,V1,yes,15672,15672,,1,V2,V3,4723,V2,0.0,V2,2,T,F,V3,,1.0,V3,48,14803,V1,1.0,V2,V2
494,0.0,V4,V5,23.0,4,33,V2,V4,V1,yes,5149,5149,,1,V4,V3,5621,V4,0.0,V4,4,T,F,V3,,1.0,V3,23,34975,V1,1.0,V2,V2
495,0.0,V4,V3,24.0,1,22,V1,V1,V1,no,3632,3632,,1,V1,V2,3330,V1,0.0,V1,4,T,F,V1,,1.0,V3,24,57526,V3,1.0,V1,V1
496,0.0,V2,V2,21.0,4,28,V3,V2,V1,yes,2606,2606,,1,V2,V2,5207,V1,0.0,V1,4,T,F,V3,,1.0,V4,21,57672,V1,1.0,V1,V2
497,1.0,V1,V3,18.0,4,37,V3,V2,V1,yes,2100,2100,,1,V2,V3,2584,V3,0.0,V3,2,T,F,V2,,1.0,V3,18,48063,V2,1.0,V2,V1
498,0.0,V1,V3,11.0,4,39,V3,V2,V1,yes,701,701,,1,V2,V4,5034,V1,0.0,V1,2,T,F,V3,,1.0,V2,11,44896,V1,1.0,V2,V1
499,0.0,V4,V3,14.0,2,26,V9,V4,V3,yes,2325,2325,,1,V4,V3,6163,V2,0.0,V2,4,T,F,V1,,1.0,V3,14,63040,V1,1.0,V2,V1
500,0.0,V4,V4,11.0,2,36,V9,V2,V1,yes,1541,1541,,1,V2,V3,3488,V4,0.0,V4,4,T,F,V3,,1.0,V3,11,30404,V1,1.0,V2,V2
501,0.0,V2,V2,30.0,2,22,V2,V2,V1,yes,3832,3832,,1,V2,V4,5199,V2,0.0,V2,1,T,F,V3,,1.0,V3,30,9597,V1,1.0,V2,V1
502,0.0,V2,V2,12.0,2,23,V3,V2,V1,yes,2101,2101,,1,V2,V2,4631,V2,0.0,V2,4,T,F,V3,,1.0,V2,12,37142,V3,1.0,V2,V1
503,0.0,V4,V5,29.0,2,25,V3,V2,V5,yes,2990,2990,,1,V2,V2,5503,V2,0.0,V2,4,T,F,V3,,1.0,V3,29,23080,V1,1.0,V2,V1
504,0.0,V2,V5,24.0,4,57,V3,V4,V4,yes,1230,1230,,2,V4,V2,5365,V1,0.0,V1,4,T,F,V3,,1.0,V4,24,73470,V1,1.0,V1,V2
505,1.0,V2,V5,23.0,4,39,V2,V2,V1,yes,3344,3344,,1,V2,V3,4970,V1,0.0,V1,2,T,F,V3,,1.0,V4,23,43951,V1,1.0,V1,V2
506,0.0,V4,V4,29.0,1,23,V1,V4,V2,yes,6186,6186,,2,V4,V4,3726,V1,0.0,V1,4,T,F,V3,,1.0,V3,29,33829,V1,1.0,V1,V1
507,0.0,V4,V4,23.0,4,27,V3,V2,V1,yes,2283,2283,,1,V2,V3,4740,V4,0.0,V4,2,T,F,V3,,1.0,V3,23,52015,V1,1.0,V2,V2
508,0.0,V2,V5,59.0,2,41,V7,V2,V1,yes,10365,10365,,1,V2,V3,6116,V4,0.0,V4,4,T,F,V3,,1.0,V4,59,79123,V1,1.0,V2,V2
509,1.0,V3,V5,36.0,4,40,V6,V2,V5,yes,1976,1976,,1,V2,V3,6579,V1,0.0,V1,4,T,F,V3,,1.0,V4,36,51125,V1,1.0,V2,V2
510,0.0,V1,V3,8.0,4,25,V2,V2,V1,yes,1388,1388,,1,V2,V2,3725,V4,0.0,V4,2,T,F,V3,,1.0,V3,8,21769,V1,1.0,V1,V1
511,1.0,V4,V3,12.0,4,48,V7,V5,V1,yes,1081,1081,,2,V5,V3,3784,V1,0.0,V1,4,T,F,V1,,1.0,V3,12,65246,V1,1.0,V2,V1
512,1.0,V2,V3,14.0,3,60,V5,V3,V4,yes,1511,1511,,2,V3,V4,5894,V2,0.0,V2,3,T,F,V2,,1.0,V3,14,48525,V1,1.0,V2,V1
513,1.0,V2,V2,5.0,4,23,V6,V1,V4,yes,433,433,,1,V1,V2,5873,V2,0.0,V2,2,T,F,V1,,1.0,V3,5,41477,V1,2.0,V1,V1
514,1.0,V4,V2,8.0,4,33,V3,V5,V1,yes,1336,1336,,2,V5,V3,5484,V3,0.0,V3,2,T,F,V3,,1.0,V4,8,19573,V1,1.0,V2,V2
515,0.0,V4,V5,15.0,4,54,V3,V2,V1,yes,3567,3567,,1,V2,V2,4088,V4,0.0,V4,2,T,F,V1,,1.0,V4,15,49435,V1,1.0,V1,V2
516,0.0,V1,V4,11.0,4,29,V3,V2,V1,no,1103,1103,,2,V2,V3,5007,V2,0.0,V2,3,T,F,V3,,1.0,V3,11,25150,V3,1.0,V2,V1
517,0.0,V3,V5,23.0,4,32,V2,V2,V3,yes,3062,3062,,1,V2,V3,6179,V4,0.0,V4,3,T,F,V3,,1.0,V3,23,10239,V1,1.0,V1,V2
518,0.0,V2,V5,15.0,4,46,V3,V2,V3,yes,1213,1213,,1,V2,V3,3889,V4,0.0,V4,3,T,F,V2,,1.0,V3,15,49605,V1,1.0,V2,V2
519,1.0,V3,V5,48.0,4,59,V9,V1,V1,yes,6415,6415,,1,V1,V2,4834,V2,0.0,V2,3,T,F,V3,,1.0,V3,48,15520,V1,1.0,V1,V1
520,0.0,V3,V5,18.0,2,41,V2,V4,V1,yes,6360,6360,,1,V4,V3,6676,V2,0.0,V2,1,T,F,V3,,1.0,V3,18,58118,V1,1.0,V2,V2
521,0.0,V2,V3,6.0,2,26,V7,V2,V1,yes,3518,3518,,1,V2,V3,6022,V4,0.0,V4,3,T,F,V3,,1.0,V3,6,12724,V3,1.0,V1,V1
522,0.0,V1,V3,35.0,2,23,V3,V2,V1,yes,3912,3912,,1,V2,V3,4179,V3,0.0,V3,2,T,F,V3,,1.0,V3,35,52998,V1,1.0,V2,V2
523,0.0,V3,V1,17.0,2,37,V1,V4,V5,yes,3228,3228,,1,V4,V3,3815,V4,0.0,V4,4,T,F,V3,,1.0,V4,17,12972,V1,1.0,V2,V2
524,0.0,V3,V3,9.0,3,40,V7,V2,V3,no,1596,1596,,1,V2,V3,5264,V4,0.0,V4,2,T,F,V3,,1.0,V2,9,46217,V1,,V1,V1
525,0.0,V1,V5,12.0,2,63,V3,V4,V1,yes,1655,1655,,2,V4,V3,3941,V4,0.0,V4,4,T,F,V3,,1.0,V2,12,5578,V1,1.0,V2,V2
526,1.0,V3,V4,48.0,4,46,V7,V2,V1,yes,3931,3931,,1,V2,V3,5082,V1,0.0,V1,4,T,F,V3,,1.0,V3,48,30914,V1,2.0,V3,V1
527,0.0,V1,V5,23.0,4,45,V3,V4,V1,yes,2611,2611,,2,V4,V4,4302,V4,0.0,V4,3,T,F,V3,,1.0,V3,23,23714,V2,1.0,V2,V1
528,0.0,V3,V5,17.0,2,35,V7,V4,V1,yes,5301,5301,,3,V4,V3,3874,V1,0.0,V1,4,T,F,V3,,1.0,V4,17,35648,V1,1.0,V3,V2
529,0.0,V2,V5,17.0,3,37,V2,V4,V1,yes,3611,3611,,1,V4,V2,2490,V2,0.0,V2,4,T,F,V3,,1.0,V3,17,38769,V1,1.0,V2,V2
530,0.0,V4,V3,23.0,4,43,V9,V3,V3,yes,2374,2374,,2,V3,V3,4322,V4,0.0,V4,2,T,F,V3,,1.0,V3,23,46045,V1,2.0,V2,V2
531,1.0,V2,V2,5.0,1,32,V7,V1,V2,yes,931,931,,1,V1,V2,4748,V2,0.0,V2,1,T,F,V2,,1.0,V2,5,59585,V1,1.0,V2,V1
532,1.0,V1,V2,12.0,3,36,V7,V2,V1,yes,1274,1274,,1,V2,V2,5082,V1,0.0,V1,1,T,F,V3,,1.0,V2,12,25533,V1,1.0,V2,V1
533,0.0,V2,V5,11.0,2,48,V2,V2,V5,yes,1261,1261,,1,V2,V1,5691,V1,0.0,V1,4,T,F,V3,,1.0,V2,11,33465,V1,1.0,V2,V2
534,0.0,V4,V3,27.0,2,26,V1,V3,V4,yes,8613,8613,,2,V3,V3,5229,V4,0.0,V4,2,T,F,V3,,1.0,V3,27,49855,V1,1.0,V2,V1
535,0.0,V4,V3,11.0,1,46,V2,V2,V1,yes,2251,2251,,1,V2,V2,4819,V3,0.0,V3,2,T,F,V3,,1.0,V2,11,10465,V1,1.0,V2,V1
536,0.0,V1,V5,9.0,3,32,V7,V4,V1,no,1231,1231,,2,V4,V3,6643,V4,0.0,V4,4,T,F,V3,,1.0,V2,9,50991,V1,2.0,V2,V1
537,0.0,V1,V3,11.0,4,50,V2,V2,V1,yes,1573,1573,,1,V2,V3,5122,V4,0.0,V4,2,T,F,V3,,1.0,V3,11,109971,V1,1.0,V2,V1
538,0.0,V1,V5,12.0,1,48,V3,V4,V5,yes,2330,2330,,1,V4,V3,3804,V4,0.0,V4,4,T,F,V3,,1.0,V3,12,66222,V2,1.0,V2,V2
539,0.0,V1,V2,12.0,4,25,V7,V2,V1,yes,1329,1329,,1,V2,V3,4089,V3,0.0,V3,1,T,F,V3,,1.0,V3,12,68063,V1,1.0,V2,V1
540,1.0,V4,V3,27.0,3,44,V7,V2,V1,yes,4005,4005,,1,V2,V3,6596,V1,0.0,V1,2,T,F,V3,,1.0,V2,27,34346,V1,1.0,V2,V1
541,0.0,V1,V3,8.0,4,24,V3,V2,V1,yes,458,458,,1,V2,V3,4119,V2,0.0,V2,3,T,F,V3,,1.0,V3,8,31238,V1,1.0,V2,V1
542,1.0,V3,V3,24.0,3,53,V7,V3,V1,yes,4869,4869,,2,V3,V3,3631,V1,0.0,V1,4,T,F,V3,,1.0,V3,24,67617,V1,2.0,V3,V1
543,0.0,V1,V2,6.0,2,40,V7,V4,V1,no,1361,1361,,1,V4,V3,4840,V1,0.0,V1,4,T,F,,,1.0,V2,6,23444,V1,2.0,V2,V1
544,0.0,V1,V4,3.0,1,37,V7,V4,V1,yes,3379,3379,,1,V4,V2,7093,V4,0.0,V4,1,T,F,V3,,1.0,V3,3,29133,V1,2.0,V2,V1
545,1.0,V1,V3,18.0,2,33,V2,V2,V1,yes,2863,2863,,1,V2,V3,7611,V3,0.0,V3,1,T,F,V3,,1.0,V2,18,47173,V1,2.0,V2,V1
546,0.0,V4,V4,18.0,2,22,V3,V2,V5,yes,1935,1935,,2,V2,V4,5308,V1,0.0,V1,4,T,F,V3,,1.0,V2,18,42065,V1,1.0,V1,V1
547,1.0,V4,V2,9.0,4,22,V3,V2,V1,yes,1669,1669,,1,V2,V2,6088,V2,0.0,V2,2,T,F,V3,,1.0,V3,9,71117,V1,1.0,V2,V2
548,0.0,V1,V3,24.0,4,43,V3,V4,V4,yes,1515,1515,,2,V4,V2,3749,V4,0.0,V4,1,T,F,V3,,1.0,V2,24,16245,V1,1.0,V2,V1
549,0.0,V1,V2,9.0,1,23,V4,V2,V1,yes,1235,1235,3.0,1,V2,V2,4845,V4,0.0,V4,4,T,F,V3,,1.0,V3,9,8615,V1,1.0,V1,V2
550,1.0,V1,V5,17.0,3,30,V7,V4,V1,yes,1056,1056,,2,V4,V3,5303,V2,0.0,V2,3,T,F,V1,,1.0,V3,17,22751,V3,1.0,V2,V1
551,0.0,V1,V3,14.0,4,32,V3,V3,V1,yes,1477,1477,,2,V3,V4,6309,V4,0.0,V4,3,T,F,V1,,1.0,V3,14,84299,V1,1.0,V2,V1
552,1.0,V2,V2,17.0,1,26,V2,V5,V1,yes,3113,3113,,1,V5,V2,5300,V1,0.0,V1,4,T,F,V3,,1.0,V3,17,20171,V1,1.0,V1,V1
553,0.0,V4,V4,23.0,4,49,V9,V1,V1,yes,1559,1559,,1,V1,V3,5859,V4,0.0,V4,4,T,F,V1,,1.0,V3,23,29855,V1,1.0,V2,V2
554,0.0,V1,V3,11.0,4,30,V3,V2,V1,yes,707,707,,2,V2,V3,3946,V4,0.0,V4,2,T,F,V1,,1.0,V3,11,19104,V1,1.0,V2,V1
555,0.0,V3,V1,,2,65,V7,V4,V3,yes,1479,1479,,3,V4,V3,3656,V3,0.0,V3,4,T,F,V1,,1.0,V1,12,49894,V1,1.0,V3,V1
556,1.0,V4,V3,48.0,2,25,V9,V5,V1,yes,14421,14421,,1,V5,V3,5258,V2,0.0,V2,2,T,F,V3,,1.0,V3,48,35104,V1,1.0,V2,V2
557,0.0,V1,V3,11.0,1,22,V3,V4,V1,yes,3573,3573,,1,V4,V2,3125,V2,0.0,V2,1,T,F,V3,,1.0,V2,11,25821,V1,1.0,V2,V1
558,0.0,V1,V2,5.0,1,44,V7,V4,V5,yes,4715,4715,,2,V4,V3,7548,V1,0.0,V1,3,T,F,V3,,1.0,V2,5,26880,V1,2.0,V2,V1
559,0.0,V1,V3,18.0,2,43,V5,V3,V1,yes,6204,6204,,1,V3,V3,6223,V2,0.0,V2,4,T,F,V3,,1.0,V2,18,8675,V1,2.0,V2,V2
560,0.0,V1,V5,24.0,3,35,V3,V4,V2,yes,2872,2872,,1,V4,V3,4766,V4,0.0,V4,4,T,F,V3,,1.0,V3,24,94466,V1,2.0,V2,V2
561,0.0,V2,V2,24.0,4,54,V7,V2,V5,yes,2254,2254,,1,V2,V3,5812,V4,0.0,V4,1,T,F,V3,,1.0,V3,24,24233,V1,1.0,V2,V1
562,0.0,V4,V4,23.0,3,32,V3,V2,V1,yes,1552,1552,,1,V2,V3,6228,V4,0.0,V4,1,T,F,V1,,1.0,V3,23,42257,V1,2.0,V2,V1
563,0.0,V1,V5,35.0,4,35,V9,V4,V5,yes,6303,6303,,2,V4,V3,5667,V4,0.0,V4,4,T,F,V3,,1.0,V3,35,3112,V1,1.0,V2,V1
564,0.0,V1,V2,8.0,3,25,V9,V2,V1,yes,907,907,,1,V2,V4,5271,V2,0.0,V2,2,T,F,V3,,1.0,V3,8,56691,V1,1.0,V2,V2
565,1.0,V4,V3,27.0,4,35,V9,V2,V1,yes,3914,3914,,1,V2,V3,4369,V2,0.0,V2,2,T,F,V3,,1.0,V3,27,11807,V1,2.0,V2,V2
566,0.0,V4,V5,5.0,1,31,V9,V3,V2,yes,1449,1449,,2,V3,V1,5778,V2,0.0,V2,2,T,F,V1,,1.0,V3,5,5263,V1,2.0,V2,V1
567,0.0,V4,V3,36.0,4,23,V3,V2,V1,yes,5847,5847,,1,V2,V3,2984,V3,0.0,V3,1,T,F,V3,,1.0,V3,36,19874,V1,1.0,V2,V1
568,0.0,V1,,5.0,4,27,V4,V2,V1,yes,342,342,,1,V2,V2,3840,V1,0.0,V1,1,T,F,V3,,1.0,V3,5,61535,V1,1.0,V2,V1
569,1.0,V3,V2,11.0,4,32,V3,V2,V2,yes,726,726,,1,V2,V4,5516,V1,0.0,V1,3,T,F,V3,,1.0,V2,11,67570,V1,1.0,V2,V2
570,1.0,V1,V3,48.0,4,38,V9,V2,V5,yes,3913,3913,,1,V2,V1,4681,V4,0.0,V4,2,T,F,V1,,1.0,V3,48,31839,V1,1.0,V2,V1
571,0.0,V4,V3,17.0,2,29,V7,V2,V2,yes,5866,5866,,2,V2,V3,3592,V2,0.0,V2,2,T,F,V3,,1.0,V3,17,59470,V1,1.0,V2,V2
572,0.0,V2,V4,9.0,4,66,V6,V2,V1,yes,1199,1199,,2,V2,V2,5049,V2,0.0,V2,4,T,F,V3,,1.0,V4,9,71908,V1,1.0,V2,V2
573,0.0,V4,V5,12.0,4,38,V7,V2,V1,yes,1884,1884,,1,V2,V3,4266,V4,0.0,V4,4,T,F,V3,,1.0,V4,12,21796,V1,1.0,V2,V2
574,0.0,V1,V2,15.0,4,24,V4,V2,V5,yes,874,874,,1,V2,V2,5652,V4,0.0,V4,1,T,F,V3,,1.0,V3,15,3909,V1,1.0,V2,V1
575,0.0,V2,V5,27.0,4,47,V5,V2,V5,yes,5189,5189,,4,V2,V3,4894,V4,0.0,V4,4,T,F,V3,,1.0,V3,27,20535,V1,2.0,V2,V2
576,0.0,V1,V2,18.0,1,25,V3,V2,V3,yes,3212,3212,,1,V2,V4,4907,V2,0.0,V2,3,T,F,V3,,1.0,V3,18,18092,V1,1.0,V1,V1
577,0.0,V1,V2,20.0,2,43,V7,V4,V5,yes,3484,3484,,2,V4,V1,6030,V4,0.0,V4,4,T,F,V3,,1.0,V3,20,85968,V1,1.0,V2,V2
578,1.0,V2,V2,23.0,2,54,V2,V1,V1,yes,6872,6872,,1,V1,V1,5360,V1,0.0,V1,1,T,F,V1,,1.0,V3,23,11805,V1,1.0,V2,V2
579,0.0,V2,V3,53.0,2,39,V1,V5,V5,yes,9436,9436,,1,V5,V3,2875,V4,0.0,V4,2,T,F,V3,,1.0,V2,53,88975,V1,2.0,V2,V1
580,0.0,V1,V4,20.0,2,23,V7,V2,V5,no,3763,3763,,1,V2,V3,5982,V1,0.0,V1,2,T,F,V3,,1.0,V2,20,177390,V2,1.0,V2,V1
581,1.0,V4,V3,18.0,4,44,V2,V1,V1,yes,1553,1553,,1,V1,V3,4646,V1,0.0,V1,3,T,F,V1,,1.0,V3,18,8076,V1,1.0,V2,V1
582,1.0,V3,V5,60.0,3,60,V10,V1,V2,yes,14782,14782,,2,V1,V2,4246,V2,0.0,V2,4,T,F,V1,,1.0,V4,60,7772,V1,1.0,V3,V2
583,0.0,V1,V3,9.0,1,31,V3,V2,V1,yes,2696,2696,,1,V2,V3,4412,V4,0.0,V4,2,T,F,V3,,1.0,V3,9,8857,V1,2.0,V2,V1
